County,Precinct,First Expression,Final Expression,SDE
,Cedar Rapids 17,0,0,0
,Cedar Rapids 33,19,0,0
,Cedar Rapids 13,15,13,0
,Cedar Rapids 06,29,0,0
,Marion 06,38,52,0.8791
,Franklin,31,37,0.4395
,Marion 05,51,53,0.4395
,Marion 01,18,18,0
,Cedar Rapids 29,30,34,0.4395
,Cedar Rapids 10,45,45,0.4395
,Hiawatha 1,37,40,0.4395
,Cedar Rapids 37,33,42,0.8791
,Cedar Rapids 20,47,54,0.8791
,Cedar Rapids 02,38,39,0.4395
,Cedar Rapids 05,33,0,0
,Cedar Rapids 35,16,0,0
,Marion 08,27,29,0.4395
,Marion 13,43,48,0.4395
,Cedar Rapids 08,20,27,0.4395
,Cedar Rapids 36,47,61,0.8791
,Cedar Rapids 32,23,23,0.4395
,Cedar Rapids 42,8,0,0
,Hiawatha 2,16,21,0.4395
,Cedar Rapids 09,15,0,0
,Marion 10,30,30,0.4395
,Marion 09,33,36,0.4395
,Cedar Rapids 22,13,0,0
,Cedar Rapids 16,16,0,0
,Cedar Rapids 41,38,45,0.8791
,Cedar Rapids 27,26,37,0.4395
,Cedar Rapids 01,43,49,0.4395
,Marion 03,0,0,0
,Cedar Rapids 39,40,47,0.8791
,Cedar Rapids 19,38,43,0.4395
,Marion 11,31,33,0.4395
,Cedar Rapids 15,42,43,0.4395
,Fairfax City,12,0,0
,Bertram,51,54,0.4395
,Cedar Rapids 40,24,25,0.4395
,Cedar Rapids 03,25,0,0
,Marion 12,23,23,0
,Putnam,20,0,0
,Washington,39,46,0.8791
,Cedar Rapids 14,27,33,0.4395
,Cedar Rapids 44,5,0,0
,Mount Vernon north,21,0,0
,Brown,18,0,0
,Cedar Rapids 43,23,26,0.4395
,Cedar Rapids 04,40,42,0.4395
,Cedar Rapids 18,12,0,0
,Maine,8,0,0
,Marion 02,31,37,0.4395
,Marion 04,16,16,0.4395
,Total,"1,913","1,749",22.8547
Louisa,Columbus Junction,0,0,0
,Southeast Louisa,11,21,0.3000
,Grandview-Port Louisa,16,16,0.3000
,West Louisa,13,13,0.2000
,Morning Sun - Marshall,10,10,0.2000
,Total,50,60,1.0000
Lucas,Chariton Precinct 1,12,12,0.2182
,Lucas-Extension Office Precinct,4,4,0
,Williamson,3,3,0.1455
,City of Russell- Cedar and Washington Townships,10,10,0.2182
,Pine Oak Marsh,8,8,0.2182
,Lucas,12,12,0.1455
,Total,49,49,0.9456
Lyon,PCT 1 GEORGE,8,8,0.2000
,PCT 4 LARCHWOOD,7,7,0.1000
,PCT 2 DOON,0,0,0
,PCT 5 LESTER,1,0,0
,PCT 6 LITTLE ROCK,0,0,0
,PCT 3 INWOOD,0,0,0
,Total,16,15,0.3000
Madison,Union-Crawford-Scott,23,23,0.2400
,Grand River-Monroe-Webster,5,5,0.1200
,Jackson-Douglas-Lincoln,12,15,0.1200
,South,17,18,0.2400
,Jefferson-Lee,17,17,0.2400
,Walnut-Ohio,0,0,0
,Winterset 1,21,26,0.3600
,Penn-Madison,11,12,0.1200
,Winterset 2,21,21,0.2400
,Total,127,137,1.6800
Mahaska,ADAMS - MONROE - PLEASANT GROVE - UNION,4,4,0.1600
,BLACK OAK SCOTT,0,0,0
,E&W DES MOINES - JEFFERSON,2,0,0
,OSKALOOSA WARD 3 - UNIVERSITY PARK,14,15,0.3200
,GARFIELD-LINCOLN-MADISON,7,8,0.1600
,SPRING CREEK,8,9,0.1600
,PRAIRIE - RICHLAND,0,0,0
,OSKALOOSA WARD 4,23,25,0.1600
,OSKALOOSA WARD 2,12,3,0
,OSKALOOSA WARD 1,2,0,0
,Total,72,64,0.9600
Marion,Pleasantville,29,31,0.3600
,Knoxville 4,13,13,0.1800
,Liberty,5,8,0.1800
,Knoxville 2,11,11,0.1800
,Clay,0,0,0
,Washington Township,0,0,0
,Pella 1,18,21,0.1800
,Knoxville 3,9,0,0
,Pella 3,18,21,0.1800
,Pella 4,12,0,0
,Knoxville Township,17,17,0.1800
,Indiana Township,4,0,0
,Dallas,6,8,0.1800
,Pella 2,11,0,0
,Otley,14,14,0.1800
,Total,167,144,1.8000
Marshall,MARSHALLTOWN 3-1,26,26,0.4800
,MARSHALLTOWN 4-2,23,31,0.4800
,MARSHALLTOWN 2-1,12,0,0
,MARSHALLTOWN 4-1,24,25,0.4800
,MARSHALLTOWN 3-2,40,46,0.8000
,MARSHALLTOWN 1-1,12,15,0.3200
,MARION / VIENNA,11,11,0.1600
,TIMBER CREEK,9,9,0.1600
,MARIETTA / WASHINGTON,5,5,0.1600
,MARSHALLTOWN 2-2,23,26,0.4800
,MARSHALLTOWN 1-2,16,18,0.3200
,JEFFERSON,7,8,0.1600
,LEGRAND,7,7,0.3200
,GREEN CASTLE,4,0,0
,BANGOR/LISCOMB,8,9,0.1600
,EDEN / LOGAN,5,0,0
,TAYLOR,8,11,0.3200
,LIBERTY / MINERVA,4,0,0
,STATE CENTER,17,19,0.3200
,Total,261,266,5.1200
Mills,Oak/St. Mary,21,27,0.3111
,Pacific Junction/Lyons/Platville,2,3,0.1556
,Glenwood Ward 2,8,8,0.1556
,Glenwood Ward 3,15,16,0.3111
,Henderson/Anderson,0,0,0
,Emerson/Hastings/Indian Creek,0,0,0
,Deer Creek/White Cloud,0,0,0
,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,16,16,0.1556
,Total,62,70,1.0890
Mitchell,Mitchell 10,0,0,0
,OSAGE 02 (Mitchell 6),4,6,0.0750
,Mitchell 12,3,3,0.0750
,OSAGE 04 (Mitchell 8),5,5,0.0750
,Mitchell 5,4,4,0.0750
,Mitchell 7,3,0,0
,Mitchell 6,1,0,0
,Mitchell 11,7,7,0.0750
,OSAGE 01 (Mitchell 5),8,11,0.2250
,Mitchell 8,9,14,0.1500
,Total,44,50,0.7500
Monona,ONAWA Ward 3,1,0,0
,CASTANA CENTER JORDAN,0,0,0
,ST CLAIR UTE,0,0,0
,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,0,0,0
,SHERMAN SE FRANKLIN BLENCOE SIOUX,4,4,0.0500
,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,9,9,0.1500
,ONAWA Ward 2- NE Franklin,7,7,0.1000
,ONAWA Ward 1,2,2,0.0500
,COOPER MAPLE MAPLETON,12,20,0.4000
,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,0,0,0
,ONAWA Ward 4,1,0,0
,Total,36,42,0.7500
Monroe,No. 3-Albia Third Ward,0,0,0
,No. 4-Albia Fourth Ward,4,6,0.0923
,LOVILIA - Monroe Precinct 6,5,5,0.0462
,CTHSE - Monroe Precinct 5,5,0,0
,No. 1-Albia First Ward,9,10,0.1846
,Total,23,21,0.3231
Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,4,4,0.0800
,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,1,0,0
,WARD1 PILOT GROVE FRANKFORT RO TWP,11,11,0.1600
,7 SCOTT EAST TWP VILLISCA,1,1,0
,6 WEST GRANT SCOTT TWP COBURG STANTON,0,0,0
,WARD2 SHERMAN RO TWP,11,11,0.1600
,Total,28,27,0.4000
Muscatine,West Liberty/Wapsie-WL1 C,8,0,0
,West Liberty 2,15,16,0.1667
,Muscatine 10th,18,30,0.5000
,Pike-City,8,8,0.1667
,Seventy-Six/Cedar-Seventy,3,0,0
,Orono-City,2,2,0
,Muscatine 01st,23,23,0.3333
,Wilton City,15,19,0.3333
,Muscatine 07th,11,13,0.3333
,Muscatine 05th,12,12,0.1667
,Muscatine 06th,22,9,0
,Fruitland One-City,15,21,0.3333
,Bloomington,20,20,0.1667
,Goshen-City,2,0,0
,Sweetland,16,16,0.1667
,Fulton/Montpelier-City,15,15,0.3333
,Wilton/Moscow-Wilton,3,0,0
,Total,208,204,3.0000
O'Brien,Sheldon 1st Ward,5,5,0.1455
,Hartley-Lincoln-Omega,14,15,0.2909
,Summit-Center-Dale-Highland,12,12,0.2182
,Union-Baker-Caledonia,8,8,0.1455
,Waterman-Grant-Liberty,2,0,0
,Sheldon 2nd Ward,1,0,0
,Sheldon 3rd Ward,6,6,0.0727
,Franklin,1,0,0
,Total,49,46,0.8728
Osceola,May City Precint 0300,1,0,0
,Harris Precinct 0200,1,0,0
,Ashton Precinct 0100,4,4,0.1000
,Osceola 3 Precinct 0800,3,3,0.1000
,Osceola 1 Precinct 0600,0,0,0
,Melvin Precinct 0400,0,0,0
,Total,9,7,0.2000
Page,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,7,10,0.1600
,Shenandoah 2,1,0,0
,Clarinda Ward 2,12,15,0.3200
,Clarinda Ward 1,1,0,0
,Shenandoah 3,13,15,0.2400
,"Pierce and Fremont Townships, Essex",5,6,0.0800
,Shenandoah 1,2,3,0
,Total,41,49,0.8000
Palo Alto,EM Ward 3/Ayrshire/pt. HL&WL&EM,12,12,0.2500
,City of WB/EL/RL/BO/GO/NV,9,9,0.2500
,Emmetsburg Ward 1,16,18,0.4167
,GR/RV/LI/pt. HL&WL,12,12,0.2500
,Total,49,51,1.1667
Plymouth,Plymouth 03/Sb,4,5,0
,Plymouth 09/Ht,16,16,0.2250
,Plymouth 08/Py,9,10,0
,Plymouth 12/Le Mars 2,22,27,0.4500
,Plymouth 07/Mr,13,13,0.2250
,Plymouth 01/Ak,13,13,0.2250
,Plymouth 05/Rm,13,15,0.2250
,Plymouth 10/Kl,8,8,0.2250
,Plymouth 13/Le Mars 3,9,11,0.2250
,Total,107,118,1.8000
Pocahontas,Swan Lake-N Marshall,2,0,0
,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,8,8,0.1800
,Grant-S Marshall-S Sherman,6,10,0.1200
,Pocahontas #1,17,17,0.3000
,Bellville-Lizard-S Lake-S Lincoln,1,0,0
,Pocahontas #2,3,3,0.0600
,Cedar-Colfax-Dover,3,0,0
,Total,40,38,0.6600
Polk,DES MOINES-41,71,0,0
,DES MOINES-37,0,0,0
,DES MOINES-16,62,0,0
,ANKENY-01,69,86,1.1192
,ANKENY-12,66,80,0.8394
,URBANDALE-11,50,61,0.5596
,DES MOINES-61,67,75,0.5596
,WDM-313,26,32,0.2798
,WDM-316,61,70,0.5596
,CLAY-01,14,18,0.2798
,JOHNSTON-03,42,53,0.5596
,URBANDALE-04,48,52,0.5596
,DES MOINES-72,3,3,0.2798
,CROCKER-01,28,31,0.2798
,ALLEMAN-01,5,0,0
,URBANDALE-10,56,58,0.5596
,MADISON-01,3,0,0
,FRANKLIN-01,26,28,0.2798
,RUNNELLS-01,23,26,0.5596
,GRANGER-01,2,2,0
,DES MOINES-78,14,20,0.2798
,DES MOINES-30,11,12,0.2798
,DES MOINES-33,17,20,0.5596
,URBANDALE-09,48,58,0.5596
,DES MOINES-26,27,27,0.5596
,DES MOINES-77,18,20,0.2798
,ANKENY-05,39,39,0.2798
,WDM-114,62,68,0.5596
,DES MOINES-57,24,0,0
,ANKENY-09,24,0,0
,DES MOINES-51,24,25,0.2798
,DES MOINES-50,30,30,0.5596
,DES MOINES-09,23,3,0
,DES MOINES-46,16,0,0
,ANKENY-11,33,42,0.5596
,ANKENY-13,67,69,0.5596
,DES MOINES-06,2,0,0
,DES MOINES-75,28,31,0.5596
,DES MOINES-31,18,24,0.5596
,DES MOINES-03,31,32,0.5596
,DES MOINES-11,33,50,0.5596
,ALTOONA-03,28,30,0.5596
,JOHNSTON-02,37,0,0
,DES MOINES-22,20,24,0.2798
,DES MOINES-21,32,34,0.5596
,ANKENY-03,21,0,0
,WDM-112,18,0,0
,DES MOINES-82,38,48,0.5596
,URBANDALE-06,51,53,0.5596
,CLIVE-02,42,42,0.2798
,ALTOONA-05,44,54,0.5596
,SAYLOR-01,27,27,0.2798
,ANKENY-04,26,0,0
,URBANDALE-07,55,57,0.5596
,ANKENY-10,32,35,0.2798
,DES MOINES-04,11,11,0.2798
,ALTOONA-04,34,34,0.2798
,ANKENY-06,40,46,0.5596
,DES MOINES-52,6,0,0
,CLIVE-01,29,31,0.2798
,URBANDALE-01,37,37,0.2798
,ANKENY-07,30,33,0.2798
,JOHNSTON-01,45,46,0.5596
,GRIMES-02,39,48,0.5596
,URBANDALE-02,51,64,0.8394
,DES MOINES-35,7,0,0
,CLIVE-03,57,59,0.5596
,WDM-314,0,0,0
,DES MOINES-54,18,0,0
,WDM-315,34,37,0.2798
,URBANDALE-08,42,42,0.5596
,DES MOINES-18,15,15,0.2798
,DES MOINES-19,3,0,0
,DES MOINES-25,9,10,0.2798
,DES MOINES-43,68,73,0.5596
,ANKENY-15,35,40,0.5596
,DES MOINES-45,14,0,0
,DES MOINES-10,48,51,0.5596
,DES MOINES-13,19,25,0.2798
,DES MOINES-64,55,72,0.5596
,WDM-311,46,39,0
,WDM-116,45,49,0.5596
,WDM-211,40,50,0.5596
,WDM-117,50,53,0.5596
,URBANDALE-05,48,48,0.5596
,DELAWARE-01,14,14,0.2798
,DES MOINES-58,30,15,0
,DES MOINES-56,51,0,0
,DES MOINES-39,50,0,0
,DES MOINES-23,16,18,0.5596
,DES MOINES-32,10,0,0
,DES MOINES-44,30,0,0
,WDM-115,38,38,0.5596
,DES MOINES-53,13,15,0.2798
,PLEASANT HILL-02,41,42,0.5596
,DES MOINES-49,11,14,0.2798
,WEBSTER-01,11,0,0
,SAYLOR-02,15,18,0.2798
,GRIMES-03,24,25,0.2798
,BONDURANT-02,18,26,0.2798
,ANKENY-02,57,63,0.5596
,DES MOINES-48,1,0,0
,DES MOINES-34,8,10,0.2798
,DES MOINES-38,17,0,0
,DELAWARE-02,2,0,0
,JOHNSTON-06,47,52,0.5596
,JEFFERSON-01,32,36,0.2798
,CROCKER-02,20,0,0
,MITCHELLVILLE-01,32,37,0.5596
,DES MOINES-01,17,20,0.2798
,DES MOINES-29,37,41,0.5596
,ALTOONA-01,16,19,0.2798
,DES MOINES-74,13,17,0.2798
,Total,"3,428","3,182",36.9336
Pottawattamie,Walnut,0,0,0
,Treynor,6,6,0.1200
,Neola,13,13,0.2400
,Carson,3,0,0
,McClelland,6,7,0.1200
,Minden,2,0,0
,Council Bluff 09,21,24,0.3600
,Avoca,9,9,0.2400
,Carter Lake 1,14,14,0.2400
,Council Bluff  04,16,17,0.3600
,Underwood,25,28,0.4800
,Oakland,12,12,0.2400
,Council Bluff  20,7,0,0
,Council Bluff 01,9,12,0.2400
,Council Bluff 13,13,14,0.2400
,Council Bluff 10A,31,31,0.4800
,Lewis 2,26,29,0.3600
,Garner,11,0,0
,Council Bluff 19,6,0,0
,Crescent,34,34,0.4800
,Council Bluff 15,5,6,0.2400
,Council Bluff 12,21,28,0.3600
,Council Bluff 18,5,0,0
,Council Bluff 03,6,0,0
,Council Bluff 02,4,0,0
,Council Bluff 14,5,0,0
,Council Bluff 07,21,0,0
,Council Bluff  11,22,0,0
,Council Bluff 05,14,14,0.2400
,Council Bluff 08,14,0,0
,Council Bluff 17,11,19,0.3600
,Council Bluff 06,17,0,0
,Total,409,317,5.4000
Poweshiek,2ND WARD - 07.07GR,27,0,0
,1ST WARD - 06.06GR,25,0,0
,3RD WARD - 08.08GR,9,0,0
,4TH WARD - 09.09GR,9,0,0
,DRL,0,0,0
,MONTEZUMA - 11.11MO,5,6,0.1400
,CGWS,5,0,0
,MS,8,8,0.1400
,JUPS,4,0,0
,BMWJ,13,13,0.2800
,Total,105,27,0.5600
Ringgold,Tingley,0,0,0
,Union,6,6,0.1125
,Mount Ayr 1,11,11,0.3375
,Total,17,17,0.4500
Sac,Lake View,6,0,0
,Lytton,2,0,0
,Auburn,4,4,0.0667
,Nemaha,0,0,0
,Schaller,2,0,0
,Odebolt,3,5,0.1333
,Sac City,20,20,0.3333
,Total,37,29,0.5333
Scott,(B52) City of Bettendorf,72,79,0.8267
,(D51) City of Davenport,27,22,0
,(BF) City of Buffalo,5,5,0.4133
,(PV) Pleasant Valley,14,0,0
,(AG) Allen's Grove Township,3,3,0
,(LCT) LeClaire Township,12,0,0
,(MC) McCausland,3,0,0
,(D62) City of Davenport,39,42,0.4133
,(LG) City of Long Grove,12,19,0.4133
,(RV) City of Riverdale,5,5,0
,(PR) Princeton Township,7,0,0
,(D61) City of Davenport,31,33,0.4133
,(LB) Liberty Township,1,0,0
,(LC1) City of LeClaire,13,0,0
,(EL2) City of Eldridge,41,49,0.4133
,(B22) City of Bettendorf,31,31,0.4133
,(EL1) City of Eldridge,30,33,0.4133
,(LC2) City of LeClaire,18,3,0
,(B41) City of Bettendorf,57,58,0.8267
,(D74) City of Davenport,20,25,0.4133
,(D84) City of Davenport,43,46,0.4133
,(B21) City of Bettendorf,0,0,0
,(D23) City of Davenport,23,23,0.4133
,(D22) City of Davenport,18,21,0.4133
,(D71) City of Davenport,41,42,0.8267
,(PKV) Park View,17,0,0
,(B32) City of Bettendorf,39,44,0.8267
,(BU) Buffalo Township,21,23,0.4133
,(D53) City of Davenport,36,47,0.4133
,(D43) City of Davenport,29,34,0.4133
,(D83) City of Davenport,32,36,0.8267
,(D21) City of Davenport,22,24,0.4133
,(D13) City of Davenport,23,25,0.4133
,(D73) City of Davenport,34,40,0.8267
,(D64) City of Davenport,53,0,0
,(D44) City of Davenport,14,0,0
,(D63) City of Davenport,42,48,0.8267
,(D81) City of Davenport,19,19,0.4133
,(B11) City of Bettendorf,30,26,0
,(D12) City of Davenport,21,26,0.8267
,(D32) City of Davenport,5,0,0
,(D82) City of Davenport,24,29,0.8267
,(D54) City of Davenport,25,28,0.4133
,(D42) City of Davenport,18,22,0.4133
,(D72) City of Davenport,22,26,0.4133
,Total,"1,092","1,036",15.7063
Shelby,Harlan 3,6,6,0.1000
,Harlan 2,2,2,0
,Cass-Center-Jackson-Lincoln,9,10,0.2500
,Douglas-Greeley-Jefferson-Polk,0,0,0
,Harlan 1,3,3,0.1000
,Clay-Monroe,11,11,0.1500
,Fairview-Shelby,3,0,0
,Grove-Union-Washington-Westphalia,0,0,0
,Harlan 4,8,9,0.1500
,Total,42,41,0.7500
Sioux,SCN/Capel/Welcome,2,0,0
,Alton/Nassau/East Orange,9,9,0.0875
,Rock Valley West/Rock,3,3,0.0875
,Grant/Sheridan,1,0,0
,Sioux Center South,9,10,0.0875
,Rock Valley East,8,10,0.0875
,PL/GF/ST/SX/EG N,0,0,0
,Sioux Center Central,2,0,0
,OC2/Holland E/NS 4-9,8,0,0
,Sherman,0,0,0
,West Branch/Center North,0,0,0
,Lincoln,4,4,0.0875
,Reading/Center South,2,2,0.0875
,Total,48,38,0.5250
Story,Ames 1-2,48,0,0
,Ames 4-4,29,0,0
,Ames 2-2,22,0,0
,Ames 1-4,25,0,0
,Ames 1-3 - Grant Twp 2,10,0,0
,Ames 3-4,46,0,0
,Ames 2-1,26,0,0
,Ames 3-2,7,1,0
,Milford Township,0,0,0
,New Albany Twp-Colo,7,8,0
,Ames 2-5,69,69,0
,Lincoln Twp-Zearing,3,3,0
,Warren Twp-McCallsburg,4,9,0.4150
,Lafayette Township,3,3,0
,Washington Twp-Kelley,15,0,0
,Richland Township,2,2,0
,Nevada Township,3,0,0
,Ames 3-5,50,0,0
,Ames 1-1,2,0,0
,Ames 1-5,59,0,0
,Ames 2-3,55,58,0.8300
,Ames 3-3,19,0,0
,Ames 4-3,5,0,0
,Ames 4-2,4,0,0
,Story City,33,35,0.4150
,Nevada 2,18,0,0
,Howard Twp-Roland,19,0,0
,Union Twp-Cambridge,11,0,0
,Slater-Sheldahl-Pal 2,4,0,0
,Nevada 1,16,0,0
,Huxley,37,40,0.4150
,Nevada 3-Grant Twp 3,9,0,0
,Nevada 4,15,0,0
,Total,675,228,2.0750
Tama,COLUMBIA/TAMA,25,29,0.6471
,TOLEDO CITY,13,18,0.3882
,INDIAN SETTLEMENT,1,0,0
,CLARK/GENESEO,18,19,0.2588
,CARLTON,13,16,0.2588
,PERRY/BUCKINGHAM/E CRYSTA,19,22,0.3882
,RICHLAND/SALT CREEK,0,0,0
,S. OTTER CREEK,0,0,0
,CARROLL/ONEIDA/N OTTER CR,2,0,0
,HOWARD/TOLEDO,2,0,0
,YORK,4,6,0.1294
,Total,97,110,2.0705
Taylor,5-2 Lenox,12,12,0.3000
,7-3 Legion,4,4,0.1000
,2-1 Clearfield,2,2,0.1000
,4-1 New Market,0,0,0
,6-3 City of Bedford,4,4,0.1000
,3-1 Gravity,1,0,0
,1-1 Blockton,1,0,0
,Total,24,22,0.6000
Union,Afton,6,7,0.1500
,Creston 4 - Supertel,2,0,0
,Creston 3,9,12,0.2250
,Creston 1,4,0,0
,Creston 2 - SWCC,9,0,0
,Lorimor,0,0,0
,Creston 5,18,22,0.3000
,Total,48,41,0.6750
Van Buren,Douds,0,0,0
,Stockport,4,4,0.1000
,Bonaparte,3,5,0.1000
,Total,7,9,0.2000
Wapello,Green Twp,7,5,0.0900
,Ottumwa Pct 01,15,15,0.2700
,Adams/Blakesburg/Polk,8,8,0.1800
,Ottumwa Pct 05,9,0,0
,Ottumwa Pct 04,2,0,0
,Keokuk Twp,3,3,0.0900
,Ottumwa Pct 10,17,18,0.3600
,Ottumwa Pct 07,6,9,0.2700
,Richland/Kirkville,6,9,0.1800
,Competine Twp,2,2,0.0900
,Cass/Chillicothe,0,0,0
,Center Twp,8,9,0.1800
,Agency/Agency/Pleasant,16,16,0.1800
,Ottumwa Pct 09,31,31,0.5400
,Ottumwa Pct 02,28,37,0.4500
,Ottumwa Pct 06,6,10,0.1800
,Ottumwa Pct 03,37,39,0.4500
,Total,201,211,3.5100
Warren,CUMMING/ WDM,0,0,0
,INDIANOLA 6,22,29,0.2333
,LIBERTY TWP,4,4,0
,LINCOLN TWP,11,11,0.2333
,WHITE OAK TWP,12,15,0.2333
,INDIANOLA 1,9,0,0
,ALLEN 2,11,12,0.2333
,BELMONT TWP,1,1,0
,INDIANOLA 4,43,45,0.4667
,INDIANOLA 5,11,0,0
,GREENFIELD 1/ DM85,24,24,0.4667
,GREENFIELD 1 TWP,16,17,0.2333
,RICHLAND/ PALMYRA,10,11,0.2333
,OTTER/ MILO,10,10,0.2333
,JEFFERSON,21,24,0.2333
,WHITE BREAST,6,6,0
,SQUAW CREEK TWP,1,0,0
,GREENFIELD 2/ LINCOLN 2,22,22,0.2333
,JACKSON,15,16,0.2333
,INDIANOLA 7,12,0,0
,INDIANOLA 2,25,0,0
,INDIANOLA 3,0,0,0
,ALLEN 3,21,21,0.2333
,NORWALK 4 CITY,30,0,0
,NORWALK 2/ GREENFIELD,0,12,0
,NORWALK 3/ LINN,44,44,0.4667
,Total,381,324,3.9664
Washington,Washington Ward 2,8,0,0
,Washington Ward 4,10,0,0
,Kalona,11,0,0
,Washington Ward 1,17,19,0.1857
,Wellman,24,26,0.1857
,West Chester,7,8,0.1857
,Brighton/Marion/Crawford,15,17,0.3714
,Total,92,70,0.9285
Wayne,C-02 Corydon,10,10,0.2250
,A-01 Allerton-Clio-Lineville,0,0,0
,S-04 Seymour-Promise City,4,0,0
,H-03 Humeston-Millerton,5,6,0.1500
,Total,19,16,0.3750
Webster,Fort Dodge 07,9,10,0.2500
,Fort Dodge 08,11,11,0.2500
,Dayton-Burnside,10,10,0.1667
,Colfax-Duncombe,12,12,0.1667
,Elkhorn,7,7,0.1667
,Fort Dodge 11,24,30,0.5000
,Johnson,5,5,0.0833
,Newark,1,0,0
,Fulton,3,3,0.0833
,Fort Dodge 04,15,19,0.3333
,Fort Dodge 09,7,9,0.2500
,Fort Dodge 01,17,18,0.2500
,Fort Dodge 05,6,0,0
,Fort Dodge 10,15,17,0.3333
,Fort Dodge 12,0,0,0
,Fort Dodge 02,24,29,0.3333
,Lost Grove,5,0,0
,Fort Dodge 06,5,5,0.0833
,Sumner-Webster-Yell-Hardi,6,9,0.1667
,Deer Creek-Jackson,3,5,0.0833
,Cooper,1,1,0
,Douglas,0,23,0.3333
,Gowrie,12,13,0.1667
,Fort Dodge 03,14,16,0.2500
,Badger-NW Cooper,11,11,0.1667
,Total,223,263,4.4166
Winnebago,King Linden,2,0,0
,Mt. Valley,4,0,0
,Forest City Ward 4,10,10,0.1500
,Forest City Ward 1,8,0,0
,Buffalo Grant Lincoln,1,0,0
,Center,10,14,0.3000
,Eden Logan Norway,1,0,0
,Forest City Ward 2,5,0,0
,Total,41,24,0.4500
Winneshiek,PCT 03 - DEW1/DETSUP2,35,0,0
,PCT 10 - JA/SU/WA,9,9,0.1280
,PCT 02 - FR/GL/DEW3/ DETSUP1,40,0,0
,PCT 05 - CN/DEW4/ DETSUP3,5,0,0
,PCT 09 - BLF/BO/FR/LI/MA/ OR,15,15,0.2560
,PCT 04 - DEW2 (Decorah Ward 2),21,0,0
,PCT 01 - HE/HI/PL,5,1,0
,PCT 07 - CA/SP,0,0,0
,Total,130,25,0.3840
Woodbury,Sioux City 15,16,20,0.4250
,Sioux City 12,23,27,0.2125
,Woodbury 26,21,26,0.4250
,Sioux City 16,16,19,0.2125
,29 Sergeant Bluff East/ Woodbury,30,32,0.6375
,30 Sergeant Bluff West,16,16,0.2125
,Sioux City 03,26,31,0.6375
,Sioux City 07,14,17,0.4250
,37 Climbing Hill/Grant/West Fork,3,3,0.2125
,42 Smithland/Little Sioux,0,0,0
,40 Anthon/Miller,2,2,0
,33-Pierson/Rutland,8,8,0.2125
,31 Salix/Liberty/Lakeport,8,12,0.2125
,36 Lawton/Banner,9,9,0.2125
,41 Danbury/Liston/Morgan,0,0,0
,Woodbury 28,47,47,0.6375
,43 Oto/Oto Township,0,0,0
,Sioux City 09,2,0,0
,Woodbury 24,25,30,0.4250
,Sioux City 13,9,12,0.2125
,35 Moville/Arlington/Wolf Creek,18,18,0.2125
,38 Sloan,6,10,0.2125
,Sioux City 23,14,17,0.2125
,Sioux City 08,7,9,0.2125
,Woodbury 25,6,0,0
,Sioux City 21,5,0,0
,Sioux City 04,17,18,0.2125
,Sioux City 18,25,26,0.4250
,Sioux City 17,27,27,0.4250
,Woodbury 27,26,32,0.4250
,Woodbury 22,27,29,0.6375
,Sioux City 19,36,45,0.6375
,Total,489,542,8.9250
Worth,Brookfield/Kensett,3,0,0
,Bristol/Silver Lake/Joice,6,6,0.1333
,Fertile,1,0,0
,Danville/Hanlontown,0,0,0
,Deer Creek/Grove/Hartland/Northwood,11,14,0.2000
,Lincoln/Manly,12,15,0.2667
,Total,33,35,0.6000
Wright,Dows,4,4,0.1333
,Eagle Grove #3,6,10,0.1333
,Eagle Grove/Troy,5,6,0.1333
,Goldfield,2,0,0
,Rural Clarion,4,5,0.1333
,Eagle Grove #2,1,0,0
,Eagle Grove #1,2,2,0.1333
,Belmond,23,24,0.4000
,Clarion,8,0,0
,Total,55,51,1.0665
Out of State Satellite,Total,0,0,0
CD1 Satellite,Total,0,0,0
CD2 Satellite,Total,0,0,0
CD3 Satellite,Total,0,0,0
CD4 Satellite,Total,0,0,0
