County,Precinct,First Expression,Final Expression,SDE
,Jackson-Douglas-Lincoln,1,0,0
,South,0,0,0
,Jefferson-Lee,2,0,0
,Walnut-Ohio,0,0,0
,Winterset 1,0,0,0
,Penn-Madison,1,0,0
,Winterset 2,10,0,0
,Total,14,0,0
Mahaska,ADAMS - MONROE - PLEASANT GROVE - UNION,0,0,0
,BLACK OAK SCOTT,0,0,0
,E&W DES MOINES - JEFFERSON,1,0,0
,OSKALOOSA WARD 3 - UNIVERSITY PARK,11,7,0
,GARFIELD-LINCOLN-MADISON,2,0,0
,SPRING CREEK,6,0,0
,PRAIRIE - RICHLAND,6,6,0.1600
,OSKALOOSA WARD 4,17,0,0
,OSKALOOSA WARD 2,22,23,0.3200
,OSKALOOSA WARD 1,12,13,0.1600
,Total,77,49,0.6400
Marion,Pleasantville,7,0,0
,Knoxville 4,1,0,0
,Liberty,0,0,0
,Knoxville 2,2,0,0
,Clay,0,0,0
,Washington Township,0,0,0
,Pella 1,5,0,0
,Knoxville 3,0,0,0
,Pella 3,8,0,0
,Pella 4,25,29,0.1800
,Knoxville Township,17,17,0.1800
,Indiana Township,0,0,0
,Dallas,0,0,0
,Pella 2,9,0,0
,Otley,3,0,0
,Total,77,46,0.3600
Marshall,MARSHALLTOWN 3-1,3,0,0
,MARSHALLTOWN 4-2,10,0,0
,MARSHALLTOWN 2-1,3,0,0
,MARSHALLTOWN 4-1,6,0,0
,MARSHALLTOWN 3-2,0,0,0
,MARSHALLTOWN 1-1,1,0,0
,MARION / VIENNA,0,0,0
,TIMBER CREEK,0,0,0
,MARIETTA / WASHINGTON,0,0,0
,MARSHALLTOWN 2-2,0,0,0
,MARSHALLTOWN 1-2,0,0,0
,JEFFERSON,0,0,0
,LEGRAND,0,0,0
,GREEN CASTLE,3,0,0
,BANGOR/LISCOMB,0,0,0
,EDEN / LOGAN,0,0,0
,TAYLOR,3,0,0
,LIBERTY / MINERVA,4,1,0
,STATE CENTER,2,0,0
,Total,35,1,0
Mills,Oak/St. Mary,6,0,0
,Pacific Junction/Lyons/Platville,0,0,0
,Glenwood Ward 2,3,0,0
,Glenwood Ward 3,0,0,0
,Henderson/Anderson,0,0,0
,Emerson/Hastings/Indian Creek,0,0,0
,Deer Creek/White Cloud,0,0,0
,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,0,0,0
,Total,9,0,0
Mitchell,Mitchell 10,0,0,0
,OSAGE 02 (Mitchell 6),2,0,0
,Mitchell 12,0,0,0
,OSAGE 04 (Mitchell 8),2,2,0
,Mitchell 5,0,0,0
,Mitchell 7,1,0,0
,Mitchell 6,1,0,0
,Mitchell 11,5,5,0.0750
,OSAGE 01 (Mitchell 5),5,5,0.0750
,Mitchell 8,0,0,0
,Total,16,12,0.1500
Monona,ONAWA Ward 3,0,0,0
,CASTANA CENTER JORDAN,0,0,0
,ST CLAIR UTE,0,0,0
,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,0,0,0
,SHERMAN SE FRANKLIN BLENCOE SIOUX,0,0,0
,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,0,0,0
,ONAWA Ward 2- NE Franklin,0,0,0
,ONAWA Ward 1,1,0,0
,COOPER MAPLE MAPLETON,0,0,0
,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,0,0,0
,ONAWA Ward 4,0,0,0
,Total,1,0,0
Monroe,No. 3-Albia Third Ward,0,0,0
,No. 4-Albia Fourth Ward,0,0,0
,LOVILIA - Monroe Precinct 6,1,0,0
,CTHSE - Monroe Precinct 5,1,0,0
,No. 1-Albia First Ward,2,0,0
,Total,4,0,0
Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,0,0,0
,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,0,0,0
,WARD1 PILOT GROVE FRANKFORT RO TWP,0,0,0
,7 SCOTT EAST TWP VILLISCA,0,0,0
,6 WEST GRANT SCOTT TWP COBURG STANTON,1,0,0
,WARD2 SHERMAN RO TWP,0,0,0
,Total,1,0,0
Muscatine,West Liberty/Wapsie-WL1 C,14,0,0
,West Liberty 2,1,0,0
,Muscatine 10th,11,3,0
,Pike-City,0,0,0
,Seventy-Six/Cedar-Seventy,0,0,0
,Orono-City,0,0,0
,Muscatine 01st,9,0,0
,Wilton City,5,0,0
,Muscatine 07th,1,0,0
,Muscatine 05th,7,12,0.1667
,Muscatine 06th,7,0,0
,Fruitland One-City,5,0,0
,Bloomington,6,0,0
,Goshen-City,2,0,0
,Sweetland,3,0,0
,Fulton/Montpelier-City,3,0,0
,Wilton/Moscow-Wilton,0,0,0
,Total,74,15,0.1667
O'Brien,Sheldon 1st Ward,0,0,0
,Hartley-Lincoln-Omega,0,0,0
,Summit-Center-Dale-Highland,0,0,0
,Union-Baker-Caledonia,0,0,0
,Waterman-Grant-Liberty,0,0,0
,Sheldon 2nd Ward,0,0,0
,Sheldon 3rd Ward,0,0,0
,Franklin,3,3,0.0727
,Total,3,3,0.0727
Osceola,May City Precint 0300,0,0,0
,Harris Precinct 0200,0,0,0
,Ashton Precinct 0100,0,0,0
,Osceola 3 Precinct 0800,0,0,0
,Osceola 1 Precinct 0600,0,0,0
,Melvin Precinct 0400,0,0,0
,Total,0,0,0
Page,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,2,0,0
,Shenandoah 2,2,0,0
,Clarinda Ward 2,4,5,0
,Clarinda Ward 1,4,0,0
,Shenandoah 3,2,0,0
,"Pierce and Fremont Townships, Essex",0,0,0
,Shenandoah 1,2,2,0
,Total,16,7,0
Palo Alto,EM Ward 3/Ayrshire/pt. HL&WL&EM,0,0,0
,City of WB/EL/RL/BO/GO/NV,0,0,0
,Emmetsburg Ward 1,3,0,0
,GR/RV/LI/pt. HL&WL,0,0,0
,Total,3,0,0
Plymouth,Plymouth 03/Sb,2,0,0
,Plymouth 09/Ht,6,0,0
,Plymouth 08/Py,7,0,0
,Plymouth 12/Le Mars 2,5,0,0
,Plymouth 07/Mr,0,0,0
,Plymouth 01/Ak,3,0,0
,Plymouth 05/Rm,0,0,0
,Plymouth 10/Kl,1,0,0
,Plymouth 13/Le Mars 3,11,13,0.2250
,Total,35,13,0.2250
Pocahontas,Swan Lake-N Marshall,5,7,0.1200
,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,0,0,0
,Grant-S Marshall-S Sherman,0,0,0
,Pocahontas #1,3,0,0
,Bellville-Lizard-S Lake-S Lincoln,1,0,0
,Pocahontas #2,1,0,0
,Cedar-Colfax-Dover,1,0,0
,Total,11,7,0.1200
Polk,DES MOINES-41,28,0,0
,DES MOINES-37,7,0,0
,DES MOINES-16,23,0,0
,ANKENY-01,32,0,0
,ANKENY-12,37,0,0
,URBANDALE-11,16,0,0
,DES MOINES-61,16,0,0
,WDM-313,4,0,0
,WDM-316,21,0,0
,CLAY-01,0,0,0
,JOHNSTON-03,13,0,0
,URBANDALE-04,6,0,0
,DES MOINES-72,0,0,0
,CROCKER-01,15,2,0
,ALLEMAN-01,0,0,0
,URBANDALE-10,9,0,0
,MADISON-01,0,0,0
,FRANKLIN-01,0,0,0
,RUNNELLS-01,1,0,0
,GRANGER-01,0,0,0
,DES MOINES-78,8,0,0
,DES MOINES-30,2,0,0
,DES MOINES-33,3,0,0
,URBANDALE-09,3,0,0
,DES MOINES-26,3,0,0
,DES MOINES-77,2,0,0
,ANKENY-05,5,0,0
,WDM-114,9,0,0
,DES MOINES-57,24,0,0
,ANKENY-09,16,0,0
,DES MOINES-51,3,0,0
,DES MOINES-50,2,1,0
,DES MOINES-09,13,1,0
,DES MOINES-46,4,0,0
,ANKENY-11,3,0,0
,ANKENY-13,16,0,0
,DES MOINES-06,8,0,0
,DES MOINES-75,4,0,0
,DES MOINES-31,5,2,0
,DES MOINES-03,5,0,0
,DES MOINES-11,16,0,0
,ALTOONA-03,12,0,0
,JOHNSTON-02,33,0,0
,DES MOINES-22,14,0,0
,DES MOINES-21,12,0,0
,ANKENY-03,13,0,0
,WDM-112,0,0,0
,DES MOINES-82,3,0,0
,URBANDALE-06,16,0,0
,CLIVE-02,10,0,0
,ALTOONA-05,8,0,0
,SAYLOR-01,5,0,0
,ANKENY-04,3,0,0
,URBANDALE-07,15,0,0
,ANKENY-10,10,0,0
,DES MOINES-04,4,0,0
,ALTOONA-04,12,0,0
,ANKENY-06,13,0,0
,DES MOINES-52,7,0,0
,CLIVE-01,8,0,0
,URBANDALE-01,18,0,0
,ANKENY-07,16,0,0
,JOHNSTON-01,9,0,0
,GRIMES-02,20,0,0
,URBANDALE-02,23,0,0
,DES MOINES-35,5,0,0
,CLIVE-03,22,0,0
,WDM-314,0,0,0
,DES MOINES-54,16,0,0
,WDM-315,13,0,0
,URBANDALE-08,26,0,0
,DES MOINES-18,0,0,0
,DES MOINES-19,5,0,0
,DES MOINES-25,2,0,0
,DES MOINES-43,16,0,0
,ANKENY-15,28,0,0
,DES MOINES-45,12,0,0
,DES MOINES-10,17,0,0
,DES MOINES-13,7,0,0
,DES MOINES-64,12,0,0
,WDM-311,33,0,0
,WDM-116,5,0,0
,WDM-211,11,0,0
,WDM-117,16,0,0
,URBANDALE-05,19,0,0
,DELAWARE-01,10,11,0.2798
,DES MOINES-58,18,0,0
,DES MOINES-56,33,0,0
,DES MOINES-39,31,0,0
,DES MOINES-23,2,0,0
,DES MOINES-32,3,0,0
,DES MOINES-44,13,0,0
,WDM-115,10,0,0
,DES MOINES-53,2,0,0
,PLEASANT HILL-02,5,5,0
,DES MOINES-49,0,0,0
,WEBSTER-01,2,0,0
,SAYLOR-02,2,0,0
,GRIMES-03,8,0,0
,BONDURANT-02,4,0,0
,ANKENY-02,1,0,0
,DES MOINES-48,5,0,0
,DES MOINES-34,3,0,0
,DES MOINES-38,33,0,0
,DELAWARE-02,0,0,0
,JOHNSTON-06,13,0,0
,JEFFERSON-01,6,0,0
,CROCKER-02,10,0,0
,MITCHELLVILLE-01,13,0,0
,DES MOINES-01,3,0,0
,DES MOINES-29,11,0,0
,ALTOONA-01,2,0,0
,DES MOINES-74,1,0,0
,Total,"1,175",22,0.2798
Pottawattamie,Walnut,0,0,0
,Treynor,0,0,0
,Neola,0,0,0
,Carson,0,0,0
,McClelland,0,0,0
,Minden,0,0,0
,Council Bluff 09,8,0,0
,Avoca,0,0,0
,Carter Lake 1,8,8,0.1200
,Council Bluff  04,3,0,0
,Underwood,3,0,0
,Oakland,1,0,0
,Council Bluff  20,15,16,0.2400
,Council Bluff 01,12,13,0.2400
,Council Bluff 13,13,13,0.1200
,Council Bluff 10A,5,0,0
,Lewis 2,4,0,0
,Garner,4,0,0
,Council Bluff 19,0,0,0
,Crescent,6,2,0
,Council Bluff 15,6,6,0.2400
,Council Bluff 12,3,0,0
,Council Bluff 18,10,0,0
,Council Bluff 03,5,8,0.2400
,Council Bluff 02,1,0,0
,Council Bluff 14,5,0,0
,Council Bluff 07,8,0,0
,Council Bluff  11,17,28,0.3600
,Council Bluff 05,11,12,0.2400
,Council Bluff 08,7,0,0
,Council Bluff 17,3,0,0
,Council Bluff 06,4,0,0
,Total,162,106,1.8000
Poweshiek,2ND WARD - 07.07GR,7,0,0
,1ST WARD - 06.06GR,55,0,0
,3RD WARD - 08.08GR,6,0,0
,4TH WARD - 09.09GR,10,0,0
,DRL,0,0,0
,MONTEZUMA - 11.11MO,2,0,0
,CGWS,8,0,0
,MS,0,0,0
,JUPS,3,0,0
,BMWJ,0,0,0
,Total,91,0,0
Ringgold,Tingley,0,0,0
,Union,0,0,0
,Mount Ayr 1,0,0,0
,Total,0,0,0
Sac,Lake View,0,0,0
,Lytton,2,3,0.0667
,Auburn,0,0,0
,Nemaha,0,0,0
,Schaller,1,0,0
,Odebolt,0,0,0
,Sac City,2,0,0
,Total,5,3,0.0667
Scott,(B52) City of Bettendorf,15,0,0
,(D51) City of Davenport,26,13,0
,(BF) City of Buffalo,0,0,0
,(PV) Pleasant Valley,4,0,0
,(AG) Allen's Grove Township,1,1,0
,(LCT) LeClaire Township,5,0,0
,(MC) McCausland,1,0,0
,(D62) City of Davenport,16,0,0
,(LG) City of Long Grove,0,0,0
,(RV) City of Riverdale,0,0,0
,(PR) Princeton Township,5,0,0
,(D61) City of Davenport,10,0,0
,(LB) Liberty Township,2,7,0
,(LC1) City of LeClaire,7,0,0
,(EL2) City of Eldridge,4,0,0
,(B22) City of Bettendorf,2,1,0
,(EL1) City of Eldridge,6,0,0
,(LC2) City of LeClaire,7,2,0
,(B41) City of Bettendorf,14,0,0
,(D74) City of Davenport,14,0,0
,(D84) City of Davenport,3,0,0
,(B21) City of Bettendorf,4,0,0
,(D23) City of Davenport,1,0,0
,(D22) City of Davenport,0,0,0
,(D71) City of Davenport,6,0,0
,(PKV) Park View,11,0,0
,(B32) City of Bettendorf,6,0,0
,(BU) Buffalo Township,3,0,0
,(D53) City of Davenport,13,0,0
,(D43) City of Davenport,10,0,0
,(D83) City of Davenport,0,0,0
,(D21) City of Davenport,12,0,0
,(D13) City of Davenport,13,9,0
,(D73) City of Davenport,1,0,0
,(D64) City of Davenport,10,0,0
,(D44) City of Davenport,17,21,0.4133
,(D63) City of Davenport,18,0,0
,(D81) City of Davenport,0,0,0
,(B11) City of Bettendorf,32,32,0
,(D12) City of Davenport,1,0,0
,(D32) City of Davenport,4,0,0
,(D82) City of Davenport,6,0,0
,(D54) City of Davenport,9,0,0
,(D42) City of Davenport,1,0,0
,(D72) City of Davenport,18,0,0
,Total,338,86,0.4133
Shelby,Harlan 3,0,0,0
,Harlan 2,0,0,0
,Cass-Center-Jackson-Lincoln,0,0,0
,Douglas-Greeley-Jefferson-Polk,0,0,0
,Harlan 1,1,0,0
,Clay-Monroe,0,0,0
,Fairview-Shelby,0,0,0
,Grove-Union-Washington-Westphalia,1,1,0
,Harlan 4,0,0,0
,Total,2,1,0
Sioux,SCN/Capel/Welcome,8,8,0.0875
,Alton/Nassau/East Orange,5,0,0
,Rock Valley West/Rock,1,0,0
,Grant/Sheridan,0,0,0
,Sioux Center South,4,0,0
,Rock Valley East,2,0,0
,PL/GF/ST/SX/EG N,1,0,0
,Sioux Center Central,13,13,0.0875
,OC2/Holland E/NS 4-9,29,35,0.2625
,Sherman,0,0,0
,West Branch/Center North,0,0,0
,Lincoln,1,0,0
,Reading/Center South,0,0,0
,Total,64,56,0.4375
Story,Ames 1-2,46,0,0
,Ames 4-4,52,0,0
,Ames 2-2,24,0,0
,Ames 1-4,49,0,0
,Ames 1-3 - Grant Twp 2,36,0,0
,Ames 3-4,47,0,0
,Ames 2-1,55,0,0
,Ames 3-2,34,34,0
,Milford Township,0,0,0
,New Albany Twp-Colo,0,0,0
,Ames 2-5,27,0,0
,Lincoln Twp-Zearing,0,0,0
,Warren Twp-McCallsburg,0,0,0
,Lafayette Township,0,0,0
,Washington Twp-Kelley,4,0,0
,Richland Township,0,0,0
,Nevada Township,1,0,0
,Ames 3-5,36,0,0
,Ames 1-1,17,0,0
,Ames 1-5,22,0,0
,Ames 2-3,13,0,0
,Ames 3-3,43,49,0.4150
,Ames 4-3,60,60,0.4150
,Ames 4-2,27,30,0.4150
,Story City,9,0,0
,Nevada 2,4,0,0
,Howard Twp-Roland,5,0,0
,Union Twp-Cambridge,0,0,0
,Slater-Sheldahl-Pal 2,4,0,0
,Nevada 1,0,0,0
,Huxley,10,0,0
,Nevada 3-Grant Twp 3,5,0,0
,Nevada 4,4,0,0
,Total,634,173,1.2450
Tama,COLUMBIA/TAMA,4,0,0
,TOLEDO CITY,0,0,0
,INDIAN SETTLEMENT,10,14,0.2588
,CLARK/GENESEO,0,0,0
,CARLTON,0,0,0
,PERRY/BUCKINGHAM/E CRYSTA,1,0,0
,RICHLAND/SALT CREEK,0,0,0
,S. OTTER CREEK,0,0,0
,CARROLL/ONEIDA/N OTTER CR,0,0,0
,HOWARD/TOLEDO,0,0,0
,YORK,0,0,0
,Total,15,14,0.2588
Taylor,5-2 Lenox,1,0,0
,7-3 Legion,0,0,0
,2-1 Clearfield,0,0,0
,4-1 New Market,0,0,0
,6-3 City of Bedford,6,6,0.2000
,3-1 Gravity,0,0,0
,1-1 Blockton,0,0,0
,Total,7,6,0.2000
Union,Afton,2,0,0
,Creston 4 - Supertel,0,0,0
,Creston 3,6,0,0
,Creston 1,7,7,0.1500
,Creston 2 - SWCC,7,0,0
,Lorimor,0,0,0
,Creston 5,4,0,0
,Total,26,7,0.1500
Van Buren,Douds,0,0,0
,Stockport,0,0,0
,Bonaparte,0,0,0
,Total,0,0,0
Wapello,Green Twp,0,0,0
,Ottumwa Pct 01,0,0,0
,Adams/Blakesburg/Polk,0,0,0
,Ottumwa Pct 05,10,11,0.1800
,Ottumwa Pct 04,1,0,0
,Keokuk Twp,3,3,0.0900
,Ottumwa Pct 10,0,0,0
,Ottumwa Pct 07,3,0,0
,Richland/Kirkville,0,0,0
,Competine Twp,0,0,0
,Cass/Chillicothe,0,0,0
,Center Twp,3,0,0
,Agency/Agency/Pleasant,0,0,0
,Ottumwa Pct 09,0,0,0
,Ottumwa Pct 02,0,0,0
,Ottumwa Pct 06,2,0,0
,Ottumwa Pct 03,9,0,0
,Total,31,14,0.2700
Warren,CUMMING/ WDM,1,0,0
,INDIANOLA 6,1,0,0
,LIBERTY TWP,0,0,0
,LINCOLN TWP,0,0,0
,WHITE OAK TWP,0,0,0
,INDIANOLA 1,1,0,0
,ALLEN 2,8,0,0
,BELMONT TWP,0,0,0
,INDIANOLA 4,8,0,0
,INDIANOLA 5,4,0,0
,GREENFIELD 1/ DM85,0,0,0
,GREENFIELD 1 TWP,5,0,0
,RICHLAND/ PALMYRA,0,0,0
,OTTER/ MILO,0,0,0
,JEFFERSON,4,0,0
,WHITE BREAST,0,0,0
,SQUAW CREEK TWP,1,0,0
,GREENFIELD 2/ LINCOLN 2,0,0,0
,JACKSON,0,0,0
,INDIANOLA 7,5,0,0
,INDIANOLA 2,0,0,0
,INDIANOLA 3,19,0,0
,ALLEN 3,6,0,0
,NORWALK 4 CITY,6,0,0
,NORWALK 2/ GREENFIELD,10,0,0
,NORWALK 3/ LINN,3,3,0
,Total,82,3,0
Washington,Washington Ward 2,3,0,0
,Washington Ward 4,3,0,0
,Kalona,6,0,0
,Washington Ward 1,5,0,0
,Wellman,0,0,0
,West Chester,1,0,0
,Brighton/Marion/Crawford,2,0,0
,Total,20,0,0
Wayne,C-02 Corydon,0,0,0
,A-01 Allerton-Clio-Lineville,1,0,0
,S-04 Seymour-Promise City,2,0,0
,H-03 Humeston-Millerton,0,0,0
,Total,3,0,0
Webster,Fort Dodge 07,4,0,0
,Fort Dodge 08,0,0,0
,Dayton-Burnside,0,0,0
,Colfax-Duncombe,0,0,0
,Elkhorn,0,0,0
,Fort Dodge 11,4,0,0
,Johnson,0,0,0
,Newark,0,0,0
,Fulton,1,0,0
,Fort Dodge 04,0,0,0
,Fort Dodge 09,4,0,0
,Fort Dodge 01,6,0,0
,Fort Dodge 05,1,0,0
,Fort Dodge 10,1,0,0
,Fort Dodge 12,0,0,0
,Fort Dodge 02,6,0,0
,Lost Grove,0,0,0
,Fort Dodge 06,0,0,0
,Sumner-Webster-Yell-Hardi,2,0,0
,Deer Creek-Jackson,2,0,0
,Cooper,0,0,0
,Douglas,0,0,0
,Gowrie,0,0,0
,Fort Dodge 03,0,0,0
,Badger-NW Cooper,0,0,0
,Total,31,0,0
Winnebago,King Linden,0,0,0
,Mt. Valley,1,0,0
,Forest City Ward 4,3,0,0
,Forest City Ward 1,9,11,0.1500
,Buffalo Grant Lincoln,6,8,0.1500
,Center,3,0,0
,Eden Logan Norway,0,0,0
,Forest City Ward 2,8,10,0.1500
,Total,30,29,0.4500
Winneshiek,PCT 03 - DEW1/DETSUP2,29,0,0
,PCT 10 - JA/SU/WA,7,9,0.1280
,PCT 02 - FR/GL/DEW3/ DETSUP1,26,0,0
,PCT 05 - CN/DEW4/ DETSUP3,14,0,0
,PCT 09 - BLF/BO/FR/LI/MA/ OR,15,15,0.1280
,PCT 04 - DEW2 (Decorah Ward 2),39,0,0
,PCT 01 - HE/HI/PL,3,0,0
,PCT 07 - CA/SP,9,20,0.2560
,Total,142,44,0.5120
Woodbury,Sioux City 15,0,0,0
,Sioux City 12,0,0,0
,Woodbury 26,9,0,0
,Sioux City 16,11,0,0
,29 Sergeant Bluff East/ Woodbury,0,0,0
,30 Sergeant Bluff West,5,0,0
,Sioux City 03,14,14,0.2125
,Sioux City 07,3,0,0
,37 Climbing Hill/Grant/West Fork,0,0,0
,42 Smithland/Little Sioux,0,0,0
,40 Anthon/Miller,0,0,0
,33-Pierson/Rutland,1,1,0
,31 Salix/Liberty/Lakeport,3,0,0
,36 Lawton/Banner,0,0,0
,41 Danbury/Liston/Morgan,0,0,0
,Woodbury 28,5,0,0
,43 Oto/Oto Township,0,0,0
,Sioux City 09,3,0,0
,Woodbury 24,3,0,0
,Sioux City 13,8,9,0.2125
,35 Moville/Arlington/Wolf Creek,4,0,0
,38 Sloan,1,0,0
,Sioux City 23,4,0,0
,Sioux City 08,3,0,0
,Woodbury 25,7,0,0
,Sioux City 21,6,0,0
,Sioux City 04,6,0,0
,Sioux City 18,0,0,0
,Sioux City 17,6,0,0
,Woodbury 27,8,0,0
,Woodbury 22,12,16,0.2125
,Sioux City 19,5,0,0
,Total,127,40,0.6375
Worth,Brookfield/Kensett,1,0,0
,Bristol/Silver Lake/Joice,2,0,0
,Fertile,6,6,0.0667
,Danville/Hanlontown,1,0,0
,Deer Creek/Grove/Hartland/Northwood,15,17,0.3333
,Lincoln/Manly,2,0,0
,Total,27,23,0.4000
Wright,Dows,0,0,0
,Eagle Grove #3,2,0,0
,Eagle Grove/Troy,0,0,0
,Goldfield,0,0,0
,Rural Clarion,0,0,0
,Eagle Grove #2,0,0,0
,Eagle Grove #1,0,0,0
,Belmond,3,0,0
,Clarion,0,0,0
,Total,5,0,0
Out of State Satellite,Total,0,0,0
CD1 Satellite,Total,0,0,0
CD2 Satellite,Total,0,0,0
CD3 Satellite,Total,0,0,0
CD4 Satellite,Total,0,0,0
